taskId,ownerDeviceId,arrivalTime,taskType,dataSizeKb,workload,quantumSuitability,deadline,priority,memoryMb,energyLocalEst
952,0,90.1101,molecular_sim,402.82,28.2151,1.0,90.1469,3,442.7,0.235126
953,14,90.2021,knapsack,316.12,46.8329,0.935,90.2277,1,257.0,0.390274
954,3,90.2497,tsp,157.12,59.0452,0.972,90.2775,2,233.8,0.492043
955,3,90.2612,molecular_sim,486.93,20.935,0.9655,90.2912,3,330.5,0.174458
956,3,90.2759,tsp,407.86,52.5967,0.9407,90.2983,2,412.0,0.438306
957,6,90.5886,portfolio,352.07,42.0726,0.9043,90.6028,1,488.6,0.350605
958,9,90.7074,maxcut,447.93,20.4409,0.9474,90.7356,1,477.5,0.170341
959,0,90.7493,cnn_inference,479.41,63.4211,0.0386,90.7586,5,218.4,0.528509
960,14,90.882,knapsack,35.63,14.4967,0.9476,90.9037,2,113.9,0.120806
961,0,90.9499,sensor_data,385.76,12.8337,0.1804,90.9589,1,400.9,0.106948
962,8,91.0944,molecular_sim,336.3,7.0873,0.9966,91.1423,5,481.6,0.059061
963,13,91.1972,maxcut,86.91,46.5606,0.9642,91.2218,5,385.5,0.388005
964,4,91.3293,molecular_sim,167.51,15.5621,1.0,91.3767,2,324.1,0.129684
965,11,91.3298,molecular_sim,206.54,17.6045,1.0,91.3507,5,211.4,0.146704
966,3,91.7331,sensor_data,347.19,14.3387,0.1638,91.7382,2,361.2,0.119489
967,11,91.7375,portfolio,202.63,8.0891,0.9356,91.7686,1,264.4,0.067409
968,11,91.7842,knapsack,485.46,37.0536,0.9505,91.8054,4,196.1,0.30878
969,11,91.7966,tsp,460.18,25.4152,0.9845,91.823,4,191.3,0.211794
970,6,91.8169,tsp,434.8,37.2082,0.9593,91.855,1,373.1,0.310068
971,2,91.8661,cnn_inference,323.52,70.0679,0.0662,91.8783,1,320.1,0.583899
972,3,91.9074,video_processing,369.43,70.5424,0.0335,91.9274,1,311.7,0.587853
973,0,92.178,video_processing,317.23,44.5136,0.0,92.2008,1,60.7,0.370947
974,0,92.2236,aggregation,267.47,22.6528,0.3353,92.236,4,361.7,0.188774
975,5,92.5053,knapsack,451.49,45.6127,0.9401,92.5205,2,222.3,0.380106
976,8,92.5871,alert,67.35,1.5982,0.0994,92.5938,2,303.5,0.013318
977,5,92.6338,maxcut,364.35,30.2635,0.948,92.6611,4,239.0,0.252196
978,6,92.7194,image_processing,94.23,53.9812,0.0177,92.7343,2,499.7,0.449843
979,6,92.8004,cnn_inference,223.13,51.4691,0.0932,92.8231,2,374.0,0.428909
980,0,92.8284,cnn_inference,399.92,57.3664,0.0833,92.858,2,128.3,0.478053
981,10,92.8556,cnn_inference,102.59,71.7149,0.0636,92.8818,3,456.6,0.597625
982,10,93.0704,video_processing,53.52,52.5089,0.017,93.0878,4,485.7,0.437574
983,2,93.0779,control_signal,422.99,3.3374,0.1167,93.085,3,496.6,0.027812
984,5,93.1456,cnn_inference,300.27,69.5019,0.0915,93.1748,1,61.6,0.579183
985,2,93.4315,aggregation,216.03,17.9056,0.3516,93.4568,4,483.1,0.149214
986,2,93.4673,sensor_data,433.22,6.0013,0.13,93.4805,1,250.5,0.050011
987,7,93.6248,video_processing,54.56,31.0729,0.0011,93.6583,1,500.0,0.25894
988,2,93.6596,tsp,280.2,57.6096,0.966,93.6893,5,352.9,0.48008
989,11,93.9523,video_processing,200.96,71.4027,0.0251,93.9749,2,291.4,0.595023
990,5,93.9663,image_processing,148.68,68.1123,0.0633,93.9749,1,416.6,0.567603
991,5,94.016,image_processing,95.38,36.8186,0.0301,94.0244,4,304.4,0.306822
992,11,94.0833,control_signal,357.3,7.5937,0.1145,94.0961,1,480.4,0.063281
993,5,94.2115,image_processing,88.17,73.2566,0.0813,94.231,5,307.2,0.610472
994,0,94.2918,tsp,343.73,48.8816,0.9612,94.3197,1,313.0,0.407347
995,8,94.4356,maxcut,269.12,57.3158,0.9217,94.4542,2,493.5,0.477631
996,5,94.4499,cnn_inference,61.78,76.4353,0.0679,94.47,3,218.9,0.636961
997,10,94.5993,alert,412.22,3.077,0.0971,94.61,3,396.0,0.025642
998,3,94.8296,video_processing,372.23,27.0911,0.0045,94.8629,1,101.5,0.225759
999,12,94.9639,aggregation,13.66,7.2438,0.3483,94.9759,2,500.1,0.060365
1000,5,95.0,image_processing,334.2,64.7561,0.0383,95.0244,3,350.1,0.539635
